partial_index,m,c,mech,rep,snp_num,N,q,sd,se,ci,index_nosnp,mean_q
0.01 0 path 1.13,0.01,0,path,15,1.13,150,0.533333333333333,0.350774151831119,0.0286405895647932,0.0565941823968188,0.01 0 path,0.504
0.01 0 path 1.13,0.01,0,path,17,1.13,150,0.533333333333333,0.355525259708544,0.0290285158985468,0.0573607299442885,0.01 0 path,0.504
0.01 0 path 1.13,0.01,0,path,19,1.13,150,0.48,0.361206033528952,0.0294923491386855,0.0582772705390528,0.01 0 path,0.504
0.01 0 path 1.13,0.01,0,path,2,1.13,150,0.423333333333333,0.360539615462259,0.0294379363313931,0.0581697501148081,0.01 0 path,0.504
0.01 0 path 1.13,0.01,0,path,3,1.13,150,0.53,0.358173966954645,0.0292447819395788,0.0577880744912544,0.01 0 path,0.504
0.01 0 path 1.14,0.01,0,path,11,1.14,150,0.56,0.361391791336823,0.0295075162001862,0.058307240852445,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,10,1.14,150,0.616666666666667,0.349576285549155,0.02854278419243,0.0564009176921802,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,19,1.14,150,0.436666666666667,0.367727771111365,0.0300248467824603,0.0593294929002403,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,13,1.14,150,0.266666666666667,0.320793200372018,0.0261926551288616,0.0517570316932987,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,8,1.14,150,0.606666666666667,0.355147510078543,0.0289976727704125,0.0572997835166541,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,20,1.14,150,0.51,0.359296478874402,0.029336434654032,0.057969181462785,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,4,1.14,150,0.496666666666667,0.368639192959905,0.0300992640647718,0.0594765424307357,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,5,1.14,150,0.5,0.366371652723656,0.0299141201797705,0.0591106956742046,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,9,1.14,150,0.366666666666667,0.345957802188149,0.0282473362631894,0.0558171086906799,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,12,1.14,150,0.53,0.358173966954645,0.0292447819395788,0.0577880744912544,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,18,1.14,150,0.576666666666667,0.365163687975215,0.0298154902710722,0.0589158016749023,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,1,1.14,150,0.42,0.362133869718527,0.0295681066463304,0.0584269683724681,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,7,1.14,150,0.546666666666667,0.358720071205193,0.029289371164919,0.0578761833881097,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,6,1.14,150,0.536666666666667,0.366814084662701,0.0299502445963229,0.0591820779973483,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,2,1.14,150,0.486666666666667,0.379626567953557,0.0309963794763407,0.0612492543059038,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,17,1.14,150,0.393333333333333,0.330682975710961,0.0270001519039006,0.0533526559617173,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,3,1.14,150,0.51,0.359296478874402,0.029336434654032,0.057969181462785,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,15,1.14,150,0.54,0.354832411524731,0.0289719450812283,0.0572489452637945,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,16,1.14,150,0.403333333333333,0.315679020284647,0.0257750840733029,0.0509319057848931,0.01 0 path,0.497
0.01 0 path 1.14,0.01,0,path,14,1.14,150,0.636666666666667,0.316740248133186,0.0258617329642946,0.0511031251353249,0.01 0 path,0.497
0.01 0 path 1.15,0.01,0,path,20,1.15,150,0.536666666666667,0.348037000784383,0.0284171021176789,0.0561525682562728,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,8,1.15,150,0.586666666666667,0.374285299549171,0.0305602667373408,0.060387489786682,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,7,1.15,150,0.543333333333333,0.361469162249383,0.0295138335087431,0.058319723937401,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,10,1.15,150,0.613333333333333,0.357783382154428,0.0292128908241848,0.0577250572269847,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,12,1.15,150,0.496666666666667,0.345132338525669,0.0281799374373799,0.0556839277227195,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,5,1.15,150,0.536666666666667,0.352824968806029,0.0288080380696054,0.0569250628489121,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,11,1.15,150,0.523333333333333,0.367910236109913,0.0300397449872056,0.059358931949141,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,9,1.15,150,0.36,0.333378073060175,0.0272202056809907,0.0537874851250476,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,16,1.15,150,0.433333333333333,0.310156199372104,0.0253241476340861,0.0500408494387006,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,18,1.15,150,0.533333333333333,0.373926502247132,0.0305309710603047,0.0603296011428092,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,19,1.15,150,0.48,0.365821682457047,0.0298692152955407,0.0590219630312239,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,6,1.15,150,0.496666666666667,0.354722060904266,0.028962934990797,0.0572311412063701,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,14,1.15,150,0.616666666666667,0.334867832621147,0.0273418440397845,0.0540278441249367,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,15,1.15,150,0.526666666666667,0.346539298577539,0.0282948152445653,0.055910927783542,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,4,1.15,150,0.59,0.352698133188088,0.0287976819847666,0.0569045990888012,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,3,1.15,150,0.46,0.350071900572539,0.0285832509896349,0.0564808806167161,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,1,1.15,150,0.42,0.357470607042494,0.0291873528432355,0.0576745938400972,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,13,1.15,150,0.3,0.322531929640437,0.0263346217791439,0.052037559665049,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,17,1.15,150,0.493333333333333,0.357032261559349,0.0291515620844102,0.057603870829019,0.01 0 path,0.500833333333333
0.01 0 path 1.15,0.01,0,path,2,1.15,150,0.47,0.376445758902891,0.0307366675048953,0.0607360600279241,0.01 0 path,0.500833333333333
0.01 0 path 1.16,0.01,0,path,10,1.16,150,0.626666666666667,0.371766446613651,0.0303546032563696,0.0599810960381134,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,8,1.16,150,0.616666666666667,0.363690381385464,0.0296951952917532,0.0586780972105582,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,7,1.16,150,0.54,0.359529894398843,0.0293554929517961,0.0580068409103112,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,20,1.16,150,0.59,0.362087534375785,0.0295643233814379,0.0584194925911859,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,4,1.16,150,0.65,0.331510676840219,0.0270677334181075,0.0534861979243585,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,19,1.16,150,0.463333333333333,0.362211082117801,0.0295744110123317,0.0584394258827635,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,11,1.16,150,0.533333333333333,0.373926502247132,0.0305309710603047,0.0603296011428092,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,12,1.16,150,0.513333333333333,0.347313112637992,0.0283579968980287,0.0560357755633738,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,17,1.16,150,0.513333333333333,0.366127323484928,0.0298941707809663,0.0590712753992805,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,5,1.16,150,0.523333333333333,0.372442809747266,0.0304098280749759,0.0600902210074149,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,9,1.16,150,0.296666666666667,0.323034410589733,0.026375649176852,0.0521186303435665,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,6,1.16,150,0.48,0.351793105762101,0.0287237868048702,0.0567585812395582,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,13,1.16,150,0.313333333333333,0.330479957390969,0.0269835755274867,0.0533199008234851,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,1,1.16,150,0.446666666666667,0.371585875188793,0.0303398596612686,0.0599519624999073,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,3,1.16,150,0.443333333333333,0.359607665905603,0.0293618429687325,0.058019388627456,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,15,1.16,150,0.52,0.342121294084089,0.0279340866882228,0.0551981234026403,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,18,1.16,150,0.563333333333333,0.372262566402424,0.030395111267496,0.0600611404019011,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,16,1.16,150,0.39,0.332117469312921,0.0271172778160369,0.0535840983075475,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,14,1.16,150,0.596666666666667,0.331240634496788,0.0270456845530958,0.0534426290765421,0.01 0 path,0.504833333333333
0.01 0 path 1.16,0.01,0,path,2,1.16,150,0.476666666666667,0.390046747614161,0.0318471835828942,0.0629304544320856,0.01 0 path,0.504833333333333
0.01 0 path 1.17,0.01,0,path,20,1.17,150,0.583333333333333,0.368274894895499,0.0300695192523693,0.0594177662894603,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,19,1.17,150,0.466666666666667,0.364841910540443,0.0297892172535411,0.0588638858460433,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,5,1.17,150,0.51,0.377513944806665,0.030823884518718,0.0609084019965566,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,10,1.17,150,0.606666666666667,0.395387273691084,0.0322832357111105,0.0637920991836005,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,7,1.17,150,0.51,0.340104602937975,0.0277694245456638,0.0548727488390772,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,18,1.17,150,0.61,0.327026464869179,0.0267015990438566,0.0527627115760335,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,12,1.17,150,0.506666666666667,0.34750629691879,0.0283737703285047,0.0560669440698518,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,9,1.17,150,0.363333333333333,0.327163253106832,0.0267127677566921,0.0527847810997743,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,6,1.17,150,0.463333333333333,0.343182239075687,0.028020712484042,0.0553692971167069,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,11,1.17,150,0.57,0.366509016342576,0.0299253358722897,0.0591328580304194,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,16,1.17,150,0.436666666666667,0.344158670029682,0.0281004377375869,0.0555268352683062,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,3,1.17,150,0.45,0.365224946772488,0.0298204920309247,0.0589256852182825,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,8,1.17,150,0.603333333333333,0.329208256370705,0.0268797415739859,0.053114723563076,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,15,1.17,150,0.523333333333333,0.358673294849894,0.029285551891502,0.0578686364535085,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,4,1.17,150,0.606666666666667,0.335718535566689,0.0274113036444265,0.0541650972190264,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,1,1.17,150,0.446666666666667,0.384893721348869,0.03142644075019,0.062099061050244,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,13,1.17,150,0.3,0.306528516689107,0.0250279485833503,0.0494555562112277,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,17,1.17,150,0.553333333333333,0.328442872289751,0.0268172482254664,0.0529912358828835,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,2,1.17,150,0.466666666666667,0.378387015872322,0.0308951704727196,0.0610492639810477,0.01 0 path,0.507166666666667
0.01 0 path 1.17,0.01,0,path,14,1.17,150,0.566666666666667,0.331088638888281,0.0270332741636296,0.0534181059834168,0.01 0 path,0.507166666666667
0.01 0 path 1.18,0.01,0,path,7,1.18,150,0.48,0.351793105762101,0.0287237868048702,0.0567585812395582,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,9,1.18,150,0.296666666666667,0.323034410589733,0.026375649176852,0.0521186303435665,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,19,1.18,150,0.483333333333333,0.349576285549155,0.02854278419243,0.0564009176921802,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,5,1.18,150,0.55,0.383160645861384,0.0312849357291879,0.0618194452640346,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,20,1.18,150,0.576666666666667,0.360539615462259,0.0294379363313931,0.0581697501148081,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,1,1.18,150,0.46,0.390834591422444,0.0319115107604711,0.0630575657826611,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,12,1.18,150,0.493333333333333,0.34750629691879,0.0283737703285047,0.0560669440698518,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,6,1.18,150,0.376666666666667,0.332454097687713,0.027144763407743,0.0536384101989553,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,18,1.18,150,0.586666666666667,0.331493805638558,0.0270663558902602,0.0534834759111796,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,17,1.18,150,0.55,0.321228764999474,0.0262282188317706,0.0518273060388945,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,16,1.18,150,0.403333333333333,0.360353418368348,0.0294227334023375,0.0581397089266547,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,3,1.18,150,0.443333333333333,0.359607665905603,0.0293618429687325,0.058019388627456,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,4,1.18,150,0.546666666666667,0.363367299276428,0.0296688157480145,0.0586259708845091,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,8,1.18,150,0.583333333333333,0.339841389507475,0.0277479332590581,0.0548302817735388,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,13,1.18,150,0.28,0.303668841175171,0.0247944570553812,0.0489941738750818,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,11,1.18,150,0.626666666666667,0.376252568796184,0.0307208935987358,0.0607048905814893,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,10,1.18,150,0.606666666666667,0.382444743855774,0.0312264825752019,0.0617039410614807,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,15,1.18,150,0.57,0.375553283112231,0.0306637971617319,0.0605920672695705,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,14,1.18,150,0.58,0.328102128477414,0.0267894266096918,0.0529362600034883,0.01 0 path,0.496833333333333
0.01 0 path 1.18,0.01,0,path,2,1.18,150,0.443333333333333,0.354911212389929,0.0289783791449291,0.0572616590584534,0.01 0 path,0.496833333333333
0.01 0 path 1.19,0.01,0,path,18,1.19,150,0.6,0.332773579230018,0.0271708489664391,0.0536899556066864,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,6,1.19,150,0.41,0.352698133188088,0.0287976819847666,0.0569045990888012,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,17,1.19,150,0.596666666666667,0.346103267877947,0.0282592134870257,0.0558405782414947,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,19,1.19,150,0.54,0.345245754314927,0.0281891977977952,0.0557022263169303,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,4,1.19,150,0.59,0.366692087790727,0.0299402835934378,0.0591623949243844,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,9,1.19,150,0.346666666666667,0.327419577023648,0.0267336965168611,0.052826136605661,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,5,1.19,150,0.57,0.379994701481958,0.0310264374530671,0.0613086492640098,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,16,1.19,150,0.386666666666667,0.348277962480959,0.0284367765578178,0.0561914452092508,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,3,1.19,150,0.45,0.341483144906207,0.0278819820260365,0.0550951639035412,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,12,1.19,150,0.496666666666667,0.345132338525669,0.0281799374373799,0.0556839277227195,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,10,1.19,150,0.61,0.374837772515922,0.0306053759661815,0.0604766262173065,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,13,1.19,150,0.293333333333333,0.312956601547086,0.0255527995141956,0.0504926685669004,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,11,1.19,150,0.636666666666667,0.351872587271839,0.028730276442965,0.056771404849952,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,8,1.19,150,0.55,0.346361722701889,0.0282803162350329,0.0558822775496425,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,1,1.19,150,0.46,0.386517752702722,0.0315590423549641,0.0623610835686602,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,20,1.19,150,0.56,0.351983831233289,0.0287393594743822,0.0567893530397258,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,15,1.19,150,0.623333333333333,0.356797212095728,0.0291323703760707,0.0575659477604377,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,14,1.19,150,0.64,0.338373527769685,0.0276280828500401,0.0545934557859678,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,2,1.19,150,0.53,0.353458464187859,0.0288597627509352,0.0570272715008315,0.01 0 path,0.517666666666667
0.01 0 path 1.19,0.01,0,path,7,1.19,150,0.463333333333333,0.357548826471241,0.029193739432849,0.057687213825334,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,5,1.2,300,0.488333333333333,0.375723011664003,0.0216923781924949,0.0426890746376038,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,19,1.2,300,0.561666666666667,0.345100279481995,0.0199243739256345,0.0392097665858145,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,6,1.2,300,0.411666666666667,0.344129781590435,0.0198683422037405,0.0390995000978905,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,17,1.2,300,0.646666666666667,0.337443995931458,0.019482338188745,0.0383398713444024,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,4,1.2,300,0.573333333333333,0.367522058886424,0.0212188959631202,0.041757294910642,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,18,1.2,300,0.543333333333333,0.372268947743073,0.0214929577190402,0.0422966291712732,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,16,1.2,300,0.341666666666667,0.352862952290574,0.0203725520492009,0.040091749612207,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,1,1.2,300,0.383333333333333,0.360771500826007,0.0208291523117841,0.0409903068158476,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,3,1.2,300,0.478333333333333,0.349912395470498,0.0202022015717679,0.0397565118535271,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,15,1.2,300,0.633333333333333,0.338038146046909,0.0195166414616545,0.0384073777729071,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,14,1.2,300,0.67,0.364980413640427,0.0210721540064241,0.0414685170603631,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,2,1.2,300,0.535,0.351216233692813,0.0202774787066312,0.0399046519606269,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,20,1.2,300,0.56,0.349007191998803,0.0201499396249625,0.0396536640178456,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,7,1.2,300,0.558333333333333,0.357570614990341,0.0206443490818973,0.0406266270568144,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,9,1.2,300,0.418333333333333,0.350580820822604,0.0202407931274651,0.039832457320959,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,10,1.2,300,0.641666666666667,0.3552245823446,0.0205089008239427,0.0403600744113622,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,11,1.2,300,0.531666666666667,0.37007260729636,0.021366151944226,0.0420470843248075,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,12,1.2,300,0.506666666666667,0.346924696014237,0.0200297066632349,0.0394170540052623,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,13,1.2,300,0.38,0.354993051889234,0.0204955334068696,0.0403337682747052,0.01 0 path,0.517666666666667
0.01 0 path 1.2,0.01,0,path,8,1.2,300,0.49,0.363327247757735,0.0209767084296854,0.0412806868781179,0.01 0 path,0.517666666666667
0.01 0 path 1.21,0.01,0,path,16,1.21,150,0.386666666666667,0.353062662777976,0.0288274457011456,0.0569634125845832,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,3,1.21,150,0.456666666666667,0.352063269685006,0.0287458455968044,0.0568021697031041,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,19,1.21,150,0.57,0.366509016342576,0.0299253358722897,0.0591328580304194,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,5,1.21,150,0.586666666666667,0.387500451035315,0.0316392793378287,0.0625196329041386,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,4,1.21,150,0.603333333333333,0.363136350354169,0.0296499588474752,0.0585887094005531,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,18,1.21,150,0.623333333333333,0.332454097687713,0.027144763407743,0.0536384101989553,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,12,1.21,150,0.56,0.332369972557267,0.027137894619605,0.05362483738308,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,1,1.21,150,0.51,0.373042991926538,0.0304588327447068,0.0601870548805715,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,15,1.21,150,0.606666666666667,0.340679673331165,0.0278163788466471,0.0549655311565693,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,2,1.21,150,0.52,0.361206033528952,0.0294923491386855,0.0582772705390528,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,17,1.21,150,0.59,0.333126333937166,0.0271996512676684,0.0537468693334631,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,20,1.21,150,0.476666666666667,0.344353623974714,0.0281163556605426,0.0555582892938281,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,14,1.21,150,0.703333333333333,0.371360037436612,0.0303214200860186,0.0599155256562223,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,10,1.21,150,0.61,0.361159579148523,0.0294885561544065,0.0582697755521349,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,6,1.21,150,0.43,0.357235845995932,0.0291681846840503,0.0576367173049552,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,13,1.21,150,0.336666666666667,0.314614212819887,0.0256881429078706,0.0507601088963153,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,11,1.21,150,0.606666666666667,0.355147510078543,0.0289976727704125,0.0572997835166541,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,9,1.21,150,0.346666666666667,0.332504562549645,0.0271488838464655,0.0536465522401689,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,8,1.21,150,0.496666666666667,0.349960048854413,0.0285741183350929,0.0564628343709937,0.01 0 path,0.526833333333333
0.01 0 path 1.21,0.01,0,path,7,1.21,150,0.516666666666667,0.359047335060877,0.0293160921468418,0.0579289844005098,0.01 0 path,0.526833333333333
0.01 0 path 1.22,0.01,0,path,18,1.22,150,0.656666666666667,0.333461943869085,0.0272270537038621,0.0538010169084826,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,5,1.22,150,0.59,0.384559366080542,0.0313991407568496,0.0620451159036525,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,14,1.22,150,0.686666666666667,0.368866696546366,0.0301178396548213,0.0595132480414568,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,17,1.22,150,0.6,0.342709300179511,0.0279820971848704,0.0552929927766835,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,4,1.22,150,0.623333333333333,0.36608149359843,0.0298904287864033,0.0590638811687132,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,1,1.22,150,0.486666666666667,0.375180791616802,0.0306333833584877,0.0605319691935762,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,20,1.22,150,0.52,0.365821682457047,0.0298692152955407,0.0590219630312239,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,2,1.22,150,0.513333333333333,0.370681698631351,0.030266033954498,0.0598060819304764,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,16,1.22,150,0.453333333333333,0.349240146732138,0.0285153385729488,0.0563466847864156,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,3,1.22,150,0.443333333333333,0.359607665905603,0.0293618429687325,0.058019388627456,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,11,1.22,150,0.566666666666667,0.355525259708544,0.0290285158985468,0.0573607299442885,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,19,1.22,150,0.53,0.353458464187859,0.0288597627509352,0.0570272715008315,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,10,1.22,150,0.663333333333333,0.354722060904266,0.028962934990797,0.0572311412063701,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,12,1.22,150,0.593333333333333,0.329666633867394,0.026917167939868,0.053188678555252,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,6,1.22,150,0.406666666666667,0.344597161304933,0.0281362404002878,0.0555975818015996,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,7,1.22,150,0.493333333333333,0.352301477567434,0.0287652951889595,0.0568406023535034,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,9,1.22,150,0.363333333333333,0.342203022016763,0.0279407597459822,0.0552113094527084,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,15,1.22,150,0.563333333333333,0.348999849361839,0.0284957183748233,0.0563079150163707,0.01 0 path,0.5325
0.01 0 path 1.22,0.01,0,path,13,1.22,150,0.383333333333333,0.339841389507475,0.0277479332590581,0.0548302817735388,0.01 0 path,0.5325
